source;target;pre_link;post_link
36929;43119;1;0
36938;43119;0;1
36919;43120;1;1
36933;43120;1;1
57256;43120;1;1
78463;43120;0;1
43122;43120;1;1
36920;43120;1;0
36921;43120;1;1
76361;43120;0;1
36928;43120;0;1
43121;43120;0;1
43123;43121;0;1
9777;43121;0;1
57256;43121;0;1
43120;43121;0;1
43122;43121;0;1
40070;43121;1;0
76361;43121;0;1
57256;43122;1;1
43120;43122;1;1
36919;43122;1;1
43124;43122;1;0
78463;43122;0;1
76361;43122;0;1
43121;43122;0;1
36921;43122;1;1
43121;43123;0;1
43126;43123;1;1
54384;43123;0;1
12923;43123;0;1
12931;43123;0;1
12925;43123;1;0
9777;43123;0;1
8908;43123;1;0
71126;43123;1;0
80891;43124;0;1
43122;43124;1;0
65585;43124;0;1
43119;43124;0;1
36918;43124;0;1
36938;43124;0;1
7470;43124;0;1
8908;43126;1;1
71126;43126;1;0
8914;43126;1;0
12925;43126;1;0
12931;43126;1;1
43123;43126;1;1
54384;43126;0;1
40074;43126;1;0
12923;43126;0;1
12948;43126;1;0
9922;43538;0;1
9928;43538;0;1
77958;43538;0;1
110284;43538;0;1
99989;43538;0;1
91627;43538;0;1
9934;43538;0;1
98336;43538;0;1
85232;43538;0;1
43539;43538;0;1
99162;43538;0;1
43551;43538;0;1
110480;43539;0;1
43551;43539;1;1
91627;43539;0;1
9934;43539;1;1
43540;43539;0;1
43538;43539;0;1
9928;43539;1;1
43547;43539;0;1
43539;43540;0;1
43551;43540;0;1
9953;43541;1;1
43552;43541;1;0
43548;43542;1;1
72071;43542;1;0
7458;43542;0;1
9922;43542;1;0
9950;43542;1;0
7461;43544;1;1
36926;43544;0;1
9938;43544;1;1
9945;43544;1;1
9947;43544;1;1
9928;43544;0;1
9925;43544;1;1
9940;43544;1;1
95530;43544;0;1
72071;43544;0;1
9948;43544;0;1
9950;43544;1;1
91627;43544;0;1
92988;43544;0;1
7463;43544;1;1
106052;43544;0;1
36889;43544;0;1
7475;43544;1;0
77958;43544;0;1
43551;43544;1;1
110886;43544;0;1
43547;43544;0;1
36924;43544;0;1
85232;43544;0;1
9922;43544;0;1
9933;43545;1;0
9955;43545;1;0
9924;43545;1;0
9944;43545;1;0
7474;43546;0;1
36929;43546;1;0
9944;43546;1;1
7463;43546;1;0
116611;43546;0;1
7469;43546;1;0
77958;43547;0;1
9925;43547;0;1
110480;43547;0;1
9938;43547;0;1
43544;43547;0;1
72071;43547;0;1
9950;43547;0;1
85232;43547;0;1
9922;43547;0;1
9928;43547;0;1
95530;43547;0;1
91627;43547;0;1
43551;43547;0;1
9940;43547;0;1
43539;43547;0;1
9942;43548;0;1
72071;43548;1;0
7458;43548;0;1
36839;43548;0;1
43542;43548;1;1
36836;43548;0;1
36830;43548;0;1
9950;43548;1;0
9922;43548;1;0
94483;43548;0;1
36837;43548;0;1
43552;43550;1;0
36923;43550;1;1
9932;43550;1;1
80891;43550;1;0
7474;43550;0;1
36929;43550;0;1
36851;43550;1;0
9928;43551;0;1
43544;43551;1;1
9922;43551;1;1
95530;43551;0;1
9940;43551;1;0
43538;43551;0;1
115079;43551;0;1
60017;43551;0;1
43540;43551;0;1
72071;43551;0;1
9933;43551;0;1
9950;43551;0;1
43539;43551;1;1
36939;43551;1;0
9938;43551;1;1
91627;43551;0;1
43547;43551;0;1
85232;43551;0;1
77958;43551;0;1
9934;43551;0;1
9955;43551;0;1
9925;43551;0;1
9950;43552;1;0
80891;43552;1;0
43550;43552;1;0
43541;43552;1;0
77119;43552;0;1
36851;43552;1;0
9938;43552;1;0
36923;43552;1;0
77958;43552;1;0
9945;43553;1;0
9938;43553;1;0
9928;43553;1;1
9950;43553;1;0
9955;43553;0;1
9925;43553;1;0
9933;43553;0;1
7442;43553;0;1
36853;43553;0;1
7440;43553;0;1
7444;43553;0;1
7460;43553;1;0
85068;43553;0;1
36859;43553;0;1
77958;43553;1;0
7431;43553;0;1
60017;43553;0;1
73983;43553;0;1
36832;44851;1;0
12925;54364;1;1
12929;54364;1;1
12948;54364;1;1
78976;54364;1;1
12934;54364;1;1
71126;54364;1;1
12924;54364;1;1
12932;54364;1;1
54393;54364;1;1
12931;54364;1;1
54390;54364;0;1
12923;54364;0;1
54384;54364;0;1
12930;54365;1;0
2703;54365;1;0
2684;54365;1;1
2705;54365;1;0
54389;54365;1;0
12933;54365;0;1
2698;54365;1;0
63112;54365;1;0
82263;54365;1;0
62161;54365;1;0
69531;54365;1;1
12923;54365;1;0
12938;54365;1;0
20522;54365;0;1
12943;54365;1;0
54389;54367;1;1
54388;54367;0;1
54387;54367;1;1
12936;54368;0;1
111607;54368;0;1
12937;54368;1;1
12925;54368;1;1
54379;54368;0;1
8295;54368;0;1
60719;54368;0;1
7444;54368;1;0
12948;54368;0;1
73834;54368;0;1
7431;54368;1;1
36859;54368;0;1
7440;54368;1;0
60719;54370;1;1
12936;54370;1;1
61474;54370;1;0
40071;54370;1;0
66473;54370;1;0
40069;54370;1;0
7441;54370;1;0
8295;54370;1;0
7444;54370;1;0
12925;54370;0;1
12937;54370;0;1
54372;54370;1;0
57200;54370;0;1
8909;54370;1;0
12945;54370;0;1
71025;54370;0;1
7442;54370;1;0
36868;54370;0;1
36853;54370;1;0
12940;54371;1;1
54385;54371;1;1
54377;54371;1;0
40066;54372;1;0
40069;54372;1;1
40071;54372;1;1
40085;54372;1;1
82823;54372;1;1
8295;54372;1;1
54391;54372;1;1
54376;54372;1;1
40072;54372;1;1
40064;54372;1;1
8909;54372;1;1
54379;54372;1;1
54377;54372;0;1
12936;54372;0;1
7441;54372;1;0
40065;54372;0;1
54392;54372;1;1
54370;54372;1;0
12948;54372;1;0
36936;54372;0;1
66473;54372;1;0
7444;54372;1;0
7442;54372;1;0
36853;54372;1;0
85068;54372;0;1
57200;54372;0;1
72190;54372;0;1
61474;54372;1;0
60719;54376;1;0
40064;54376;1;1
8909;54376;0;1
12948;54376;1;0
2682;54376;1;0
54372;54376;1;1
40069;54376;1;0
40066;54376;1;0
12925;54376;1;0
69531;54376;1;0
54379;54376;1;1
40071;54376;1;0
54391;54376;1;0
54392;54376;1;0
40065;54376;0;1
12936;54376;1;0
40072;54376;0;1
12939;54376;1;0
8295;54376;1;0
12937;54376;1;0
85068;54376;0;1
54371;54377;1;0
57200;54377;1;1
54379;54377;0;1
72190;54377;1;1
12940;54377;1;0
54372;54377;0;1
54392;54377;0;1
36936;54377;0;1
12926;54378;1;0
54372;54379;1;1
36936;54379;0;1
82823;54379;0;1
36928;54379;0;1
40065;54379;0;1
54376;54379;1;1
54377;54379;0;1
8909;54379;0;1
40069;54379;0;1
40071;54379;0;1
40064;54379;1;1
40072;54379;1;1
72190;54379;0;1
73834;54379;0;1
85068;54379;0;1
54392;54379;0;1
54368;54379;0;1
7442;54379;0;1
12935;54380;1;0
57200;54381;1;0
78976;54381;1;0
69278;54381;1;0
12936;54381;1;0
2687;54381;1;0
12948;54381;1;0
2693;54381;1;0
12933;54382;0;1
12935;54384;0;1
8922;54384;0;1
12934;54384;1;1
82263;54384;0;1
78976;54384;0;1
79804;54384;0;1
12923;54384;0;1
43123;54384;0;1
54364;54384;0;1
43126;54384;0;1
12931;54384;0;1
2690;54384;0;1
8923;54384;0;1
8910;54384;0;1
12940;54385;1;1
54371;54385;1;1
12946;54386;1;1
85423;54386;0;1
12922;54386;0;1
54367;54387;1;1
54389;54387;1;1
78542;54388;1;1
2694;54388;1;0
7462;54388;1;0
54367;54388;0;1
12941;54388;0;1
12938;54389;1;1
2698;54389;1;0
63112;54389;1;1
54367;54389;1;1
62161;54389;1;0
54387;54389;1;1
12930;54389;1;0
2684;54389;1;0
85423;54389;1;0
12923;54389;1;0
12943;54389;1;0
2705;54389;1;0
69531;54389;1;0
2703;54389;1;0
54365;54389;1;0
54393;54390;1;1
78976;54390;0;1
12926;54390;0;1
12928;54390;0;1
12923;54390;0;1
12932;54390;0;1
12948;54390;0;1
54364;54390;0;1
60719;54391;1;0
82823;54391;1;1
40069;54391;1;1
40085;54391;1;1
12937;54391;1;0
40071;54391;1;1
12925;54391;1;0
54376;54391;1;0
54392;54391;1;0
54372;54391;1;1
12936;54391;1;0
12948;54391;1;0
8295;54391;1;0
12939;54391;1;0
2682;54391;1;0
69531;54391;1;0
7439;54392;1;0
54377;54392;0;1
54376;54392;1;0
54391;54392;1;0
7445;54392;1;1
72190;54392;0;1
36936;54392;0;1
54379;54392;0;1
54372;54392;1;1
36876;54392;1;0
8295;54392;1;0
69531;54392;1;0
36889;54392;1;0
40072;54392;1;0
2682;54392;1;0
12939;54392;1;0
7447;54392;1;1
40064;54392;1;0
12925;54392;1;0
36888;54392;1;0
36875;54392;1;0
12948;54392;1;0
66473;54392;1;0
12924;54393;1;1
70492;54393;1;1
12939;54393;0;1
12932;54393;1;1
2684;54393;1;1
2686;54393;0;1
12926;54393;1;1
12929;54393;1;1
54364;54393;1;1
12934;54393;1;0
12928;54393;0;1
69531;54393;0;1
54390;54393;1;1
12923;54393;0;1
12925;54393;0;1
20522;54393;0;1
78976;54393;1;0
12936;54394;1;0
57200;54394;1;0
36854;54394;1;0
7453;54394;1;0
8295;54394;1;0
36884;54732;1;0
7448;54732;1;1
7459;54732;1;1
55808;54732;1;0
7430;54732;0;1
9942;54732;0;1
7435;54732;1;0
36868;54753;0;1
7436;54753;1;1
74204;54753;1;1
7432;54753;1;0
71555;54753;0;1
36877;54753;0;1
85764;54753;0;1
7452;54753;0;1
40084;55441;0;1
81356;55441;0;1
40073;55441;0;1
40067;55441;0;1
7459;55808;1;1
7454;55808;1;1
7448;55808;1;1
36884;55808;1;1
56660;55808;1;1
7435;55808;1;0
7443;55808;1;1
7430;55808;1;0
36864;55808;1;1
36866;55808;1;1
36856;55808;1;0
36840;55808;1;1
54732;55808;1;0
85232;56019;0;1
91627;56019;0;1
106593;56019;0;1
91078;56019;0;1
9923;56019;0;1
36864;56660;1;1
7435;56660;1;1
36866;56660;1;1
7448;56660;1;1
7443;56660;1;1
7430;56660;1;0
36884;56660;1;1
55808;56660;1;1
116573;56660;0;1
54377;57200;1;1
7447;57200;0;1
69278;57200;1;0
66473;57200;1;0
40072;57200;0;1
12936;57200;1;1
78976;57200;1;0
72190;57200;1;1
54381;57200;1;0
36886;57200;0;1
8295;57200;0;1
54372;57200;0;1
73243;57200;0;1
7445;57200;0;1
2693;57200;1;0
54394;57200;1;0
12937;57200;0;1
2687;57200;1;0
40064;57200;0;1
54370;57200;0;1
60719;57200;0;1
12948;57200;1;0
36887;57200;0;1
43122;57256;1;1
43120;57256;1;1
36921;57256;1;1
78463;57256;0;1
36919;57256;1;1
76361;57256;0;1
43121;57256;0;1
12931;58364;1;0
2698;58364;1;1
12932;58364;0;1
12921;58364;1;0
2705;58364;0;1
79804;58364;0;1
12935;58364;0;1
2686;58364;0;1
71889;58429;1;0
8924;58429;1;1
8912;58429;1;1
79664;58429;0;1
40086;59662;1;1
8910;59662;1;1
40068;59662;0;1
20522;59662;0;1
8923;59662;0;1
12934;59662;0;1
40070;59662;0;1
8922;59662;0;1
8908;59662;1;0
7444;60017;1;1
9955;60017;1;1
9933;60017;1;1
7442;60017;1;1
43551;60017;0;1
73983;60017;0;1
85068;60017;0;1
7431;60017;1;1
36859;60017;0;1
43553;60017;0;1
36853;60017;0;1
7440;60017;0;1
2682;60719;1;0
12945;60719;0;1
36887;60719;0;1
12937;60719;1;1
54370;60719;1;1
54368;60719;0;1
54391;60719;1;0
12948;60719;1;0
12936;60719;1;1
7440;60719;1;0
12925;60719;1;1
12939;60719;1;1
69531;60719;1;0
57200;60719;0;1
54376;60719;1;0
73834;60719;0;1
2686;60719;0;1
71025;60719;0;1
69531;60797;1;0
40074;60797;0;1
8908;60797;1;0
80349;60797;1;0
2687;60797;0;1
8914;60797;0;1
8913;60797;0;1
40066;60797;0;1
12923;60797;0;1
7471;61098;1;1
36924;61098;1;1
36923;61098;0;1
36929;61098;1;0
80891;61098;0;1
40068;61131;0;1
40070;61131;0;1
9952;61372;1;1
7447;61474;1;1
7440;61474;1;1
36885;61474;1;0
8295;61474;1;0
7445;61474;0;1
36853;61474;1;0
36854;61474;1;0
54370;61474;1;0
54372;61474;1;0
36886;61474;1;1
73243;61474;0;1
36856;61474;1;1
7441;61474;1;0
7442;61474;1;0
8909;61474;1;0
36875;61474;1;1
7444;61474;1;0
66473;61474;1;1
7431;61474;1;1
40069;61474;1;0
36855;61474;0;1
75366;61474;0;1
40071;61474;1;0
63112;62161;1;0
8922;62161;1;1
12930;62161;1;1
2703;62161;1;0
8908;62161;0;1
12923;62161;1;0
79804;62161;1;0
2684;62161;1;0
12943;62161;1;0
8924;62161;1;0
2690;62161;1;0
8914;62161;0;1
8910;62161;0;1
22692;62161;1;0
40062;62161;0;1
69531;62161;1;0
79664;62161;1;0
54365;62161;1;0
12938;62161;1;0
111483;62161;0;1
71889;62161;0;1
2698;62161;1;0
40074;62161;0;1
8912;62161;0;1
54389;62161;1;0
40083;62161;1;0
2705;62161;1;0
7418;63089;1;1
12934;63112;0;1
12930;63112;1;1
2703;63112;1;1
2684;63112;1;0
2698;63112;1;0
69531;63112;1;0
54389;63112;1;1
2705;63112;1;1
12923;63112;1;1
79804;63112;0;1
7467;63112;0;1
12943;63112;1;0
54365;63112;1;0
12941;63112;0;1
82263;63112;0;1
62161;63112;1;0
12935;63112;0;1
7466;63175;0;1
81353;63175;0;1
36939;63175;0;1
36934;63175;0;1
80891;63175;0;1
36886;63175;0;1
36836;63175;0;1
36851;63175;0;1
36924;63175;0;1
36864;63175;0;1
36918;65585;1;1
43119;65585;1;1
36938;65585;1;1
80891;65585;0;1
7475;65585;0;1
43124;65585;0;1
36927;65585;0;1
36886;66473;1;1
36853;66473;1;0
36856;66473;0;1
36840;66473;1;0
8295;66473;1;0
61474;66473;1;1
57200;66473;1;0
36855;66473;0;1
54372;66473;1;0
111607;66473;0;1
36830;66473;1;0
36887;66473;1;0
7444;66473;1;0
73243;66473;1;1
7442;66473;1;0
7431;66473;0;1
36833;66473;1;0
40069;66473;1;0
7441;66473;1;0
7410;66473;1;0
36875;66473;0;1
7447;66473;0;1
40071;66473;1;0
7445;66473;0;1
54392;66473;1;0
7440;66473;0;1
75366;66473;1;1
8909;66473;1;0
54370;66473;1;0
85782;67061;0;1
40070;68096;1;1
40068;68096;1;1
8922;68096;0;1
40082;68096;0;1
8914;68096;1;0
40074;68096;1;0
80891;68349;1;1
7463;68349;0;1
7458;68349;1;1
36936;68349;0;1
9928;68349;1;1
81491;68349;1;1
57200;69278;1;0
2693;69278;1;0
2686;69278;0;1
22692;69278;1;1
78976;69278;1;0
2684;69278;1;0
2687;69278;1;1
54381;69278;1;0
116508;69278;0;1
12948;69278;1;0
12938;69531;1;0
2698;69531;1;1
2686;69531;1;1
2682;69531;1;0
80349;69531;1;1
2695;69531;0;1
12948;69531;1;1
12939;69531;1;0
2705;69531;1;1
12923;69531;1;0
12935;69531;1;0
70492;69531;0;1
54376;69531;1;0
12943;69531;1;0
60719;69531;1;0
54389;69531;1;0
54391;69531;1;0
2684;69531;1;0
12930;69531;1;1
12933;69531;0;1
7444;69531;1;0
8924;69531;0;1
54392;69531;1;0
7442;69531;1;0
12924;69531;0;1
22693;69531;1;1
12925;69531;1;1
85068;69531;1;0
12932;69531;0;1
62161;69531;1;0
8295;69531;1;0
12936;69531;1;0
12937;69531;1;0
60797;69531;1;0
54365;69531;1;1
63112;69531;1;0
54393;69531;0;1
82797;69531;0;1
7437;69531;1;0
2703;69531;1;0
8922;70411;1;1
79664;70411;1;1
40073;70411;1;0
40083;70411;1;1
40068;70411;0;1
8924;70411;1;0
12932;70492;1;1
12948;70492;1;1
12923;70492;1;1
54393;70492;1;1
12924;70492;1;1
12929;70492;0;1
69531;70492;0;1
2686;70492;1;1
12925;70492;0;1
78976;70492;1;0
92988;70998;1;1
9956;70998;1;1
12928;71024;1;1
36841;71024;0;1
12939;71025;1;1
12945;71025;1;1
60719;71025;0;1
54370;71025;0;1
9927;71025;0;1
12948;71126;0;1
12929;71126;1;1
54364;71126;1;1
78976;71126;1;1
12925;71126;1;1
43123;71126;1;0
12931;71126;0;1
12924;71126;0;1
8908;71126;1;0
12934;71126;0;1
43126;71126;1;0
12932;71126;0;1
8909;71132;1;1
40065;71132;0;1
40066;71132;1;1
8914;71132;1;0
8916;71132;1;0
7444;71132;1;0
40074;71132;1;0
7442;71132;1;0
80891;71555;0;1
36868;71555;1;1
85068;71555;0;1
9924;71555;0;1
36837;71555;0;1
94305;71555;0;1
7437;71555;0;1
7452;71555;1;1
7459;71555;0;1
36877;71555;0;1
7436;71555;0;1
7439;71555;1;1
36839;71555;0;1
36865;71555;0;1
7451;71555;0;1
54753;71555;0;1
8912;71889;1;1
8924;71889;1;1
12930;71889;0;1
62161;71889;0;1
40083;71889;0;1
58429;71889;1;0
8922;71889;0;1
8917;71889;0;1
40074;71889;0;1
8908;71889;0;1
9938;71963;1;0
9952;71963;1;0
9922;72071;0;1
43551;72071;0;1
9950;72071;1;1
43548;72071;1;0
9925;72071;0;1
85232;72071;0;1
43542;72071;1;0
9938;72071;1;1
77958;72071;0;1
95530;72071;0;1
9928;72071;0;1
43547;72071;0;1
91627;72071;0;1
43544;72071;0;1
9944;72071;1;0
36936;72190;0;1
7442;72190;0;1
57200;72190;1;1
54377;72190;1;1
73243;72190;0;1
54379;72190;0;1
54392;72190;0;1
54372;72190;0;1
9934;73026;1;0
7447;73243;0;1
36886;73243;1;1
7431;73243;1;1
7440;73243;1;1
61474;73243;0;1
75366;73243;0;1
72190;73243;0;1
36860;73243;1;0
36875;73243;0;1
7445;73243;0;1
36853;73243;1;0
36868;73243;0;1
66473;73243;1;1
36856;73243;0;1
7410;73243;1;1
36855;73243;0;1
111607;73243;0;1
36859;73243;1;0
57200;73243;0;1
7409;73243;1;0
36936;73243;0;1
12925;73834;0;1
60719;73834;0;1
7440;73834;0;1
12937;73834;1;1
36854;73834;1;0
54368;73834;0;1
82797;73834;1;1
54379;73834;0;1
12936;73834;0;1
9933;73983;0;1
36859;73983;0;1
7431;73983;0;1
43553;73983;0;1
7444;73983;0;1
7440;73983;0;1
60017;73983;0;1
36853;73983;0;1
9955;73983;0;1
85068;73983;0;1
7442;73983;0;1
2703;73991;0;1
2686;73991;1;1
8922;73991;0;1
8917;73991;0;1
40078;73991;0;1
40083;73991;0;1
12923;73991;0;1
12933;73991;0;1
40068;73991;0;1
40062;73991;0;1
8910;73991;0;1
12934;73991;0;1
54753;74204;1;1
7436;74204;1;1
7439;74204;1;0
7432;74204;1;0
36877;74204;1;0
7451;74204;1;0
36868;74204;1;0
7452;74204;1;0
7441;75366;1;1
66473;75366;1;1
36887;75366;1;0
7440;75366;0;1
7445;75366;0;1
61474;75366;0;1
36886;75366;0;1
36855;75366;0;1
73243;75366;0;1
36875;75366;0;1
7431;75366;0;1
36856;75366;0;1
36830;75366;1;0
36888;75366;1;0
7447;75366;0;1
36919;76361;0;1
43122;76361;0;1
78463;76361;0;1
57256;76361;0;1
43121;76361;0;1
43120;76361;0;1
36921;76361;0;1
43552;77119;0;1
36851;77119;1;0
36864;77119;0;1
9932;77119;0;1
110698;77714;0;1
36879;77714;1;1
104079;77714;0;1
36892;77714;0;1
7476;77714;0;1
7453;77714;0;1
36873;77714;0;1
7449;77714;1;0
43547;77958;0;1
43538;77958;0;1
9925;77958;0;1
91627;77958;0;1
9928;77958;1;1
9950;77958;1;1
9938;77958;0;1
43553;77958;1;0
43552;77958;1;0
85232;77958;0;1
95530;77958;0;1
72071;77958;0;1
110284;77958;0;1
9922;77958;0;1
43544;77958;0;1
43551;77958;0;1
57256;78463;0;1
43120;78463;0;1
43122;78463;0;1
76361;78463;0;1
36872;78538;1;0
36892;78538;1;0
7453;78538;1;0
36879;78538;1;0
36873;78538;1;0
54388;78542;1;1
9948;78762;1;1
105410;78762;0;1
9935;78762;1;0
2693;78976;1;0
12925;78976;1;1
12948;78976;1;1
54364;78976;1;1
54393;78976;1;0
12923;78976;1;1
71126;78976;1;1
12931;78976;0;1
12932;78976;0;1
69278;78976;1;0
2687;78976;1;0
12929;78976;1;0
12934;78976;1;0
54384;78976;0;1
12924;78976;0;1
54381;78976;1;0
70492;78976;1;0
57200;78976;1;0
54390;78976;0;1
70411;79664;1;1
8922;79664;1;1
8912;79664;1;1
40063;79664;1;1
62161;79664;1;0
40083;79664;1;1
12951;79664;1;0
40071;79664;1;0
8924;79664;1;1
40073;79664;1;1
40069;79664;1;0
58429;79664;0;1
12923;79664;1;0
12934;79804;0;1
8922;79804;1;1
58364;79804;0;1
12923;79804;1;1
8917;79804;1;0
12930;79804;1;1
54384;79804;0;1
12938;79804;1;0
12921;79804;1;0
12931;79804;0;1
8910;79804;1;1
8923;79804;0;1
12935;79804;0;1
63112;79804;0;1
2703;79804;1;0
62161;79804;1;0
69531;80349;1;1
2698;80349;0;1
22693;80349;0;1
12925;80349;0;1
2695;80349;0;1
82797;80349;0;1
2697;80349;0;1
12924;80349;0;1
2705;80349;0;1
60797;80349;1;0
108863;80349;0;1
12932;80349;0;1
2686;80349;0;1
36836;80484;0;1
7409;80484;1;1
36837;80484;1;1
7410;80484;0;1
36923;80891;1;1
7418;80891;0;1
7447;80891;1;1
7475;80891;1;1
8913;80891;0;1
43552;80891;1;0
36939;80891;0;1
43550;80891;1;0
61098;80891;0;1
36836;80891;0;1
36926;80891;0;1
65585;80891;0;1
7466;80891;1;1
71555;80891;0;1
68349;80891;1;1
7463;80891;1;1
36938;80891;0;1
43119;80891;1;1
36936;80891;1;1
36929;80891;1;0
36924;80891;1;1
7474;80891;1;1
115654;80891;0;1
7473;80891;1;0
7434;80891;1;0
63175;80891;0;1
9924;80891;1;0
81353;80891;0;1
43124;80891;0;1
7445;80891;1;1
36934;80891;0;1
36886;80891;0;1
7470;80891;0;1
12945;80891;0;1
116611;80891;0;1
36918;80891;0;1
7449;81353;1;0
63175;81353;0;1
43119;81353;1;1
115654;81353;0;1
80891;81353;0;1
7476;81353;1;1
7418;81353;0;1
36924;81353;0;1
36873;81353;1;0
36939;81353;0;1
7466;81353;0;1
36851;81353;0;1
36886;81353;0;1
36836;81353;0;1
36934;81353;0;1
40067;81356;0;1
55441;81356;0;1
84786;81356;0;1
40073;81356;0;1
40084;81356;0;1
9928;81491;0;1
36925;81491;0;1
36889;81491;1;0
68349;81491;1;1
7463;81491;1;1
36923;81491;1;0
7472;81491;1;0
54384;82263;0;1
12923;82263;1;1
2687;82263;0;1
54365;82263;1;0
2705;82263;1;1
2698;82263;1;0
7462;82263;1;0
63112;82263;0;1
2694;82263;1;0
85068;82797;1;1
73834;82797;1;1
36854;82797;0;1
12937;82797;1;1
12925;82797;0;1
36889;82797;0;1
7440;82797;1;0
80349;82797;0;1
69531;82797;0;1
7442;82797;0;1
85782;82797;1;1
7437;82797;0;1
7444;82797;0;1
40069;82823;1;1
40071;82823;1;1
54391;82823;1;1
40072;82823;1;1
54372;82823;1;1
8909;82823;0;1
40064;82823;1;1
40065;82823;0;1
54379;82823;0;1
85782;83349;1;0
40084;84786;0;1
40067;84786;0;1
40073;84786;0;1
81356;84786;0;1
94305;85068;0;1
54376;85068;0;1
36854;85068;1;1
82797;85068;1;1
40066;85068;1;1
7444;85068;1;1
43553;85068;0;1
40071;85068;1;0
60017;85068;0;1
7437;85068;1;1
7442;85068;1;1
7431;85068;0;1
9933;85068;0;1
71555;85068;0;1
8914;85068;1;0
7452;85068;0;1
8916;85068;1;0
73983;85068;0;1
36877;85068;0;1
36889;85068;1;0
36837;85068;0;1
8909;85068;1;0
36859;85068;0;1
7440;85068;1;1
36839;85068;0;1
54372;85068;0;1
36868;85068;0;1
36853;85068;0;1
54379;85068;0;1
9955;85068;0;1
69531;85068;1;0
7434;85083;1;1
36862;85083;1;1
7455;85083;1;1
36885;85083;1;1
7450;85083;1;1
9928;85232;0;1
9950;85232;0;1
72071;85232;0;1
77958;85232;0;1
9936;85232;0;1
9922;85232;0;1
43551;85232;0;1
89485;85232;0;1
9925;85232;0;1
43547;85232;0;1
43538;85232;0;1
9938;85232;0;1
110284;85232;0;1
9939;85232;1;1
91627;85232;0;1
95530;85232;0;1
106593;85232;0;1
56019;85232;0;1
43544;85232;0;1
54386;85423;0;1
12946;85423;0;1
2695;85423;1;0
12922;85423;1;1
54389;85423;1;0
36889;85490;0;1
36863;85764;0;1
7452;85764;1;0
7436;85764;1;1
7432;85764;0;1
7439;85764;1;1
94287;85764;0;1
36868;85764;0;1
36877;85764;1;0
54753;85764;0;1
22692;85782;1;1
82797;85782;1;1
2688;85782;1;1
83349;85782;1;0
67061;85782;0;1
85232;89485;0;1
91669;90533;0;1
56019;91078;0;1
9948;91078;0;1
9938;91627;0;1
9928;91627;0;1
77958;91627;0;1
72071;91627;0;1
110284;91627;0;1
9950;91627;0;1
99162;91627;0;1
9925;91627;0;1
95530;91627;0;1
43544;91627;0;1
43547;91627;0;1
85232;91627;0;1
43551;91627;0;1
43538;91627;0;1
56019;91627;0;1
9922;91627;0;1
43539;91627;0;1
90533;91669;0;1
2688;92805;1;1
22693;92805;0;1
9938;92988;0;1
110886;92988;0;1
7463;92988;0;1
36889;92988;0;1
9945;92988;0;1
70998;92988;1;1
9925;92988;0;1
36926;92988;0;1
7461;92988;0;1
106052;92988;0;1
43544;92988;0;1
7432;94287;0;1
36863;94287;0;1
7439;94287;0;1
85764;94287;0;1
7436;94287;0;1
85068;94305;0;1
36837;94305;0;1
36839;94305;0;1
36889;94305;0;1
36877;94305;0;1
71555;94305;0;1
7431;94305;0;1
7437;94305;0;1
7445;94305;0;1
7442;94305;0;1
36837;94483;0;1
36839;94483;0;1
36836;94483;0;1
36830;94483;0;1
43548;94483;0;1
9940;95530;0;1
43547;95530;0;1
9928;95530;0;1
72071;95530;0;1
77958;95530;0;1
9950;95530;0;1
43544;95530;0;1
91627;95530;0;1
43551;95530;0;1
9925;95530;0;1
9922;95530;0;1
9938;95530;0;1
85232;95530;0;1
10578;98177;0;1
43538;98336;0;1
43538;99162;0;1
91627;99162;0;1
43538;99989;0;1
108182;101325;0;1
7453;104079;0;1
77714;104079;0;1
78762;105410;0;1
7463;106052;0;1
7461;106052;0;1
9938;106052;0;1
36926;106052;0;1
9945;106052;0;1
110886;106052;0;1
36889;106052;0;1
92988;106052;0;1
9948;106052;0;1
9925;106052;0;1
9947;106052;0;1
43544;106052;0;1
36924;106052;0;1
110284;106593;0;1
85232;106593;0;1
56019;106593;0;1
101325;108182;0;1
80349;108863;0;1
12933;108863;0;1
22695;108863;1;0
2703;108863;0;1
2686;108863;1;0
85232;110284;0;1
77958;110284;0;1
106593;110284;0;1
91627;110284;0;1
43538;110284;0;1
43547;110480;0;1
43539;110480;0;1
77714;110698;0;1
36926;110886;0;1
9925;110886;0;1
106052;110886;0;1
9938;110886;0;1
43544;110886;0;1
7463;110886;0;1
7461;110886;0;1
36889;110886;0;1
92988;110886;0;1
9945;110886;0;1
40062;111483;0;1
62161;111483;0;1
8910;111483;0;1
8908;111483;0;1
8914;111483;0;1
36853;111607;0;1
36859;111607;0;1
36888;111607;0;1
7410;111607;0;1
7440;111607;0;1
9933;111607;0;1
66473;111607;0;1
7431;111607;0;1
73243;111607;0;1
54368;111607;0;1
36860;111607;0;1
36841;111607;0;1
36838;111607;0;1
36934;114782;0;1
7458;114782;0;1
9928;115079;1;1
43551;115079;0;1
43119;115654;0;1
80891;115654;0;1
7418;115654;0;1
81353;115654;0;1
7434;116035;0;1
7446;116035;0;1
2686;116508;0;1
22692;116508;0;1
69278;116508;0;1
7435;116573;0;1
36884;116573;0;1
36864;116573;0;1
56660;116573;0;1
80891;116611;0;1
36851;116611;0;1
36929;116611;0;1
7474;116611;0;1
