source;target;pre_link;post_link
43123;12925;1;0
12936;12925;1;1
80349;12925;0;1
54391;12925;1;0
54392;12925;1;0
2705;12925;0;1
54368;12925;1;1
2687;12925;1;0
8908;12925;1;0
12932;12926;1;0
12924;12926;1;0
12948;12926;1;1
12937;12926;1;0
54393;12926;1;1
54390;12926;0;1
12928;12926;0;1
54378;12926;1;0
71024;12928;1;1
12932;12928;0;1
54390;12928;0;1
54393;12928;0;1
12948;12928;0;1
12926;12928;0;1
12939;12928;0;1
71126;12929;1;1
12948;12929;1;1
12934;12929;1;1
54364;12929;1;1
12925;12929;1;1
12924;12929;1;1
78976;12929;1;0
54393;12929;1;1
12932;12929;1;0
9777;12929;0;1
8908;12929;0;1
40074;12929;0;1
12931;12929;0;1
8914;12929;0;1
70492;12929;0;1
8922;12930;1;1
12923;12930;1;1
62161;12930;1;1
54365;12930;1;0
79804;12930;1;1
12938;12930;1;0
2703;12930;1;1
7467;12930;0;1
12933;12930;1;1
71889;12930;0;1
12931;12930;0;1
69531;12930;1;1
8924;12930;1;0
2705;12930;1;1
63112;12930;1;1
2698;12930;1;0
54389;12930;1;0
2690;12930;1;0
8908;12930;0;1
40062;12930;1;0
12943;12930;1;0
8923;12930;1;0
8912;12930;0;1
12934;12930;1;0
2684;12930;1;0
40074;12930;0;1
12935;12931;1;1
8914;12931;1;0
8910;12931;0;1
58364;12931;1;0
8908;12931;1;1
7442;12931;1;0
12934;12931;1;1
54364;12931;1;1
43123;12931;0;1
79804;12931;0;1
12921;12931;1;1
12923;12931;0;1
40062;12931;0;1
78976;12931;0;1
43126;12931;1;1
12930;12931;0;1
2695;12931;0;1
40074;12931;1;0
12929;12931;0;1
54384;12931;0;1
71126;12931;0;1
2705;12931;0;1
2703;12931;0;1
8916;12931;1;0
2686;12932;1;1
12929;12932;1;0
12948;12932;1;1
80349;12932;0;1
70492;12932;1;1
12924;12932;1;1
12928;12932;0;1
12923;12932;1;0
54393;12932;1;1
69531;12932;0;1
54390;12932;0;1
12925;12932;1;1
54364;12932;1;1
2682;12932;1;0
22693;12932;0;1
12926;12932;1;0
71126;12932;0;1
78976;12932;0;1
2705;12932;0;1
2695;12932;0;1
2698;12932;0;1
58364;12932;0;1
2703;12933;1;1
12930;12933;1;1
2684;12933;0;1
20522;12933;0;1
54365;12933;0;1
73991;12933;0;1
54382;12933;0;1
2697;12933;0;1
108863;12933;0;1
2705;12933;0;1
12938;12933;1;0
69531;12933;0;1
40078;12933;1;0
12929;12934;1;1
54364;12934;1;1
8922;12934;1;1
40068;12934;0;1
8923;12934;1;1
8917;12934;0;1
73991;12934;0;1
12931;12934;1;1
71126;12934;0;1
79804;12934;0;1
54384;12934;1;1
8910;12934;0;1
12935;12934;0;1
40086;12934;0;1
78976;12934;1;0
54393;12934;1;0
12923;12934;1;1
59662;12934;0;1
12930;12934;1;0
20522;12934;0;1
63112;12934;0;1
12948;12934;1;0
40083;12934;0;1
12924;12934;0;1
79804;12935;0;1
54384;12935;0;1
69531;12935;1;0
12931;12935;1;1
12923;12935;0;1
7462;12935;0;1
12934;12935;0;1
63112;12935;0;1
58364;12935;0;1
2690;12935;0;1
12921;12935;0;1
54380;12935;1;0
36887;12936;1;1
8295;12936;1;1
57200;12936;1;1
12937;12936;1;1
54394;12936;1;0
60719;12936;1;1
54372;12936;0;1
12945;12936;1;0
12939;12936;1;1
12925;12936;1;1
36886;12936;1;0
54370;12936;1;1
54376;12936;1;0
54381;12936;1;0
54368;12936;0;1
54391;12936;1;0
2682;12936;1;0
69531;12936;1;0
73834;12936;0;1
36854;12936;1;0
12948;12936;1;0
7447;12936;1;0
54370;12937;0;1
36854;12937;1;1
7444;12937;1;1
57200;12937;0;1
12925;12937;1;1
54368;12937;1;1
54376;12937;1;0
60719;12937;1;1
69531;12937;1;0
8295;12937;0;1
7440;12937;1;1
73834;12937;1;1
12939;12937;1;1
7431;12937;1;1
36859;12937;0;1
12936;12937;1;1
54391;12937;1;0
12948;12937;1;0
40069;12937;0;1
7412;12937;1;0
82797;12937;1;1
8924;12937;0;1
12926;12937;1;0
8912;12937;0;1
2682;12937;1;0
36889;12937;1;0
12923;12938;1;1
2684;12938;1;0
79804;12938;1;0
12930;12938;1;0
62161;12938;1;0
54365;12938;1;0
12943;12938;1;0
2703;12938;1;0
54389;12938;1;1
69531;12938;1;0
2705;12938;1;0
2698;12938;1;0
12933;12938;1;0
12945;12939;1;1
54376;12939;1;0
60719;12939;1;1
71025;12939;1;1
12925;12939;1;0
12936;12939;1;1
12928;12939;0;1
54393;12939;0;1
12937;12939;1;1
69531;12939;1;0
36887;12939;1;0
9927;12939;0;1
12948;12939;1;1
54391;12939;1;0
8295;12939;1;0
2682;12939;1;0
36886;12939;1;0
54392;12939;1;0
54385;12940;1;1
54377;12940;1;0
54371;12940;1;1
12943;12941;1;1
63112;12941;0;1
54388;12941;0;1
12941;12943;1;1
12938;12943;1;0
2705;12943;1;0
63112;12943;1;0
62161;12943;1;0
54389;12943;1;0
12930;12943;1;0
12923;12943;1;0
2698;12943;1;0
54365;12943;1;0
2703;12943;1;0
69531;12943;1;0
2684;12943;1;0
9956;12944;0;1
36886;12945;1;0
12939;12945;1;1
71025;12945;1;1
12948;12945;1;0
60719;12945;0;1
80891;12945;0;1
8295;12945;1;0
54370;12945;0;1
36851;12945;0;1
7475;12945;0;1
36887;12945;1;0
12936;12945;1;0
12951;12946;1;1
54386;12946;1;1
85423;12946;0;1
12922;12946;0;1
7452;12947;1;0
36868;12947;1;0
7439;12947;1;0
2682;12948;1;0
54364;12948;1;1
2687;12948;1;0
12926;12948;1;1
12925;12948;1;1
20522;12948;0;1
40085;12948;1;0
70492;12948;1;1
12924;12948;1;1
40069;12948;1;0
43126;12948;1;0
12929;12948;1;1
8295;12948;1;0
60719;12948;1;0
78976;12948;1;1
12932;12948;1;1
12934;12948;1;0
12939;12948;1;1
40071;12948;1;0
12937;12948;1;0
57200;12948;1;0
69531;12948;1;1
12945;12948;1;0
71126;12948;0;1
54391;12948;1;0
12928;12948;0;1
54392;12948;1;0
2693;12948;1;0
12923;12948;1;0
54376;12948;1;0
54372;12948;1;0
69278;12948;1;0
12936;12948;1;0
54390;12948;0;1
54368;12948;0;1
2686;12948;0;1
54381;12948;1;0
79664;12951;1;0
2694;12951;1;0
8924;12951;1;0
12946;12951;1;1
7462;12951;1;0
8912;12951;1;0
8923;20522;1;1
12933;20522;0;1
40068;20522;0;1
59662;20522;0;1
40086;20522;0;1
54393;20522;0;1
8910;20522;0;1
54365;20522;0;1
9777;20522;0;1
12948;20522;0;1
12934;20522;0;1
69278;22692;1;1
85782;22692;1;1
2693;22692;1;0
116508;22692;0;1
2687;22692;0;1
2686;22692;1;1
2703;22692;0;1
2690;22692;1;0
2684;22692;0;1
62161;22692;1;0
12925;22693;0;1
2705;22693;1;1
69531;22693;1;1
22695;22693;0;1
2686;22693;1;1
12924;22693;0;1
2698;22693;1;1
2691;22693;0;1
7454;22693;1;0
80349;22693;0;1
12932;22693;0;1
92805;22693;0;1
2695;22693;0;1
2691;22695;1;1
108863;22695;1;0
2698;22695;0;1
2688;22695;0;1
2697;22695;1;0
22693;22695;0;1
36836;36830;1;1
36875;36830;1;0
36839;36830;0;1
7410;36830;1;1
36888;36830;1;1
36853;36830;1;1
36887;36830;1;1
36841;36830;0;1
43548;36830;0;1
36859;36830;1;1
36833;36830;1;0
36860;36830;1;1
36886;36830;1;0
7409;36830;0;1
94483;36830;0;1
66473;36830;1;0
36889;36830;1;0
7437;36830;1;0
75366;36830;1;0
36837;36830;0;1
36842;36831;1;0
44851;36832;1;0
66473;36833;1;0
36842;36833;1;0
36837;36833;1;0
36830;36833;1;0
7410;36833;1;0
7409;36833;1;0
36836;36833;1;0
36839;36833;1;0
36838;36833;1;0
7411;36834;0;1
7409;36836;1;1
36839;36836;1;1
36851;36836;0;1
7410;36836;1;1
36837;36836;1;1
36830;36836;1;1
36833;36836;1;0
81353;36836;0;1
36934;36836;0;1
36841;36836;1;1
63175;36836;0;1
80484;36836;0;1
36924;36836;0;1
36886;36836;0;1
36842;36836;1;0
36838;36836;1;1
94483;36836;0;1
80891;36836;0;1
43548;36836;0;1
36939;36836;0;1
7466;36836;0;1
94483;36837;0;1
36836;36837;1;1
7409;36837;1;1
36838;36837;1;0
7410;36837;1;1
36842;36837;1;1
71555;36837;0;1
43548;36837;0;1
36839;36837;1;1
80484;36837;1;1
85068;36837;0;1
36833;36837;1;0
36841;36837;1;0
36830;36837;0;1
36886;36837;0;1
7437;36837;0;1
94305;36837;0;1
36877;36837;0;1
7410;36838;1;1
7409;36838;1;0
36859;36838;0;1
7440;36838;0;1
36860;36838;0;1
36841;36838;1;0
36833;36838;1;0
36836;36838;1;1
36888;36838;0;1
36837;36838;1;0
36853;36838;0;1
111607;36838;0;1
36842;36838;1;0
9933;36838;0;1
36839;36838;1;0
43548;36839;0;1
36830;36839;0;1
36838;36839;1;0
36837;36839;1;1
71555;36839;0;1
7412;36839;0;1
36836;36839;1;1
7409;36839;1;0
36833;36839;1;0
36842;36839;1;0
94483;36839;0;1
36877;36839;0;1
7411;36839;1;1
7437;36839;0;1
85068;36839;0;1
94305;36839;0;1
55808;36840;1;1
7410;36840;1;1
7434;36840;1;0
36842;36840;0;1
7454;36840;1;1
66473;36840;1;0
36856;36840;1;0
36853;36840;1;1
36860;36840;1;0
7443;36840;1;1
7448;36840;1;0
36859;36840;1;0
36885;36840;1;0
7410;36841;1;1
111607;36841;0;1
7409;36841;1;1
36830;36841;0;1
36836;36841;1;1
71024;36841;0;1
36837;36841;1;0
36838;36841;1;0
36837;36842;1;1
7409;36842;1;0
36853;36842;0;1
36839;36842;1;0
36836;36842;1;0
7411;36842;0;1
36838;36842;1;0
36831;36842;1;0
36840;36842;0;1
36833;36842;1;0
43552;36851;1;0
7474;36851;0;1
36923;36851;1;1
12945;36851;0;1
43550;36851;1;0
36934;36851;0;1
36929;36851;1;0
7463;36851;1;1
36939;36851;0;1
116611;36851;0;1
36926;36851;0;1
7466;36851;1;1
63175;36851;0;1
77119;36851;1;0
7473;36851;1;0
36936;36851;1;1
7475;36851;1;1
9924;36851;1;0
36836;36851;0;1
36924;36851;1;1
7434;36851;1;0
36886;36851;0;1
81353;36851;0;1
43119;36851;1;0
36859;36853;1;1
61474;36853;1;0
7434;36853;1;0
7410;36853;1;1
7440;36853;1;1
36860;36853;1;1
36854;36853;0;1
40071;36853;1;0
36840;36853;1;1
9933;36853;0;1
36838;36853;0;1
36830;36853;1;1
54370;36853;1;0
9955;36853;0;1
7441;36853;1;1
85068;36853;0;1
36888;36853;0;1
7431;36853;0;1
7445;36853;0;1
54372;36853;1;0
7409;36853;1;1
36885;36853;1;0
7437;36853;1;0
60017;36853;0;1
7442;36853;1;1
8295;36853;1;0
40069;36853;1;0
73243;36853;1;0
7444;36853;1;1
36887;36853;1;1
8909;36853;1;0
43553;36853;0;1
111607;36853;0;1
66473;36853;1;0
7447;36853;0;1
36842;36853;0;1
73983;36853;0;1
36889;36853;0;1
7444;36854;1;1
12937;36854;1;1
7431;36854;1;1
12925;36854;1;1
85068;36854;1;1
8295;36854;1;0
36859;36854;0;1
36889;36854;1;1
82797;36854;0;1
36886;36854;1;0
7437;36854;1;1
7442;36854;1;1
40071;36854;1;0
61474;36854;1;0
7440;36854;1;0
54394;36854;1;0
36853;36854;0;1
7445;36854;0;1
73834;36854;1;0
12936;36854;1;0
7452;36854;1;0
7447;36854;0;1
36875;36855;0;1
36887;36855;1;0
61474;36855;0;1
75366;36855;0;1
36856;36855;0;1
7431;36855;0;1
7440;36855;0;1
73243;36855;0;1
7444;36855;1;0
7445;36855;0;1
66473;36855;0;1
7447;36855;0;1
36886;36855;1;1
36868;36855;0;1
73243;36856;0;1
61474;36856;1;1
7440;36856;1;1
36840;36856;1;0
7447;36856;1;1
7459;36856;1;0
36875;36856;1;1
66473;36856;0;1
36886;36856;1;1
36855;36856;0;1
55808;36856;1;0
7435;36856;1;0
7448;36856;1;0
7454;36856;1;0
7443;36856;1;0
75366;36856;0;1
7431;36856;1;1
7445;36856;0;1
36884;36856;1;0
36866;36856;1;0
36864;36856;1;0
7446;36857;0;1
7434;36857;0;1
85068;36859;0;1
36887;36859;1;1
9933;36859;0;1
36854;36859;0;1
36860;36859;1;1
60017;36859;0;1
7410;36859;1;1
36885;36859;1;0
7434;36859;1;0
36853;36859;1;1
36838;36859;0;1
43553;36859;0;1
73243;36859;1;0
7440;36859;0;1
12937;36859;0;1
36888;36859;0;1
7442;36859;0;1
7444;36859;0;1
9955;36859;0;1
54368;36859;0;1
7431;36859;0;1
73983;36859;0;1
111607;36859;0;1
36840;36859;1;0
36830;36859;1;1
36889;36859;0;1
7409;36859;1;0
36853;36860;1;1
7443;36860;1;1
36887;36860;1;1
36859;36860;1;1
36888;36860;0;1
9933;36860;0;1
7410;36860;1;1
36838;36860;0;1
111607;36860;0;1
36885;36860;1;0
7434;36860;1;0
36830;36860;1;1
7409;36860;1;0
73243;36860;1;0
36840;36860;1;0
7440;36860;0;1
7450;36862;1;1
85083;36862;1;1
7455;36862;1;1
36885;36862;1;1
7446;36862;1;1
7454;36862;1;1
7434;36862;1;1
36883;36862;1;1
36867;36862;1;1
7458;36862;1;0
7452;36863;1;1
7439;36863;1;1
7436;36863;1;1
85764;36863;0;1
7432;36863;1;1
94287;36863;0;1
7451;36863;1;0
56660;36864;1;1
55808;36864;1;1
36884;36864;1;1
7448;36864;1;1
7435;36864;1;1
36866;36864;1;1
7443;36864;1;1
116573;36864;0;1
7459;36864;1;1
7430;36864;1;0
36856;36864;1;0
63175;36864;0;1
77119;36864;0;1
7452;36865;0;1
36868;36865;0;1
71555;36865;0;1
36864;36866;1;1
7443;36866;1;1
36884;36866;1;1
55808;36866;1;1
56660;36866;1;1
36856;36866;1;0
7448;36866;1;1
7435;36866;1;1
7430;36866;1;0
7459;36866;1;1
36883;36867;0;1
7454;36867;1;1
36885;36867;0;1
36862;36867;1;1
7434;36867;0;1
7450;36867;0;1
7452;36868;1;1
36886;36868;0;1
7439;36868;1;0
71555;36868;1;1
74204;36868;1;0
7437;36868;0;1
7436;36868;1;1
85764;36868;0;1
54753;36868;0;1
7451;36868;1;1
85068;36868;0;1
36855;36868;0;1
36877;36868;1;1
36865;36868;0;1
54370;36868;0;1
12947;36868;1;0
73243;36868;0;1
36873;36870;1;0
7439;36872;1;1
36892;36872;1;0
36873;36872;1;0
36876;36872;1;0
7452;36872;0;1
78538;36872;1;0
7453;36872;0;1
7476;36873;1;1
81353;36873;1;0
7449;36873;1;0
77714;36873;0;1
36879;36873;1;0
78538;36873;1;0
36872;36873;1;0
36870;36873;1;0
73243;36875;0;1
36876;36875;1;1
7431;36875;1;1
36855;36875;0;1
36856;36875;1;1
36830;36875;1;0
61474;36875;1;1
7440;36875;1;1
36936;36875;1;1
36889;36875;1;1
7439;36875;1;0
40065;36875;1;0
7444;36875;1;0
66473;36875;0;1
7437;36875;1;1
7441;36875;1;0
36886;36875;1;1
40072;36875;1;0
7475;36875;1;0
36888;36875;1;1
8909;36875;1;0
40064;36875;1;0
36887;36875;1;0
75366;36875;0;1
7463;36875;1;0
7410;36875;0;1
54392;36875;1;0
7445;36876;1;1
7439;36876;1;0
36875;36876;1;1
36889;36876;1;1
7447;36876;1;1
54392;36876;1;0
36872;36876;1;0
36888;36876;1;0
7452;36877;1;1
7437;36877;0;1
7436;36877;1;1
36868;36877;1;1
85764;36877;1;0
7439;36877;1;1
74204;36877;1;0
71555;36877;0;1
7451;36877;1;1
54753;36877;0;1
36839;36877;0;1
36837;36877;0;1
94305;36877;0;1
85068;36877;0;1
77714;36879;1;1
7476;36879;1;1
36873;36879;1;0
36892;36879;1;1
78538;36879;1;0
7453;36879;0;1
7450;36883;1;1
36862;36883;1;1
36885;36883;1;1
7434;36883;1;1
7454;36883;1;1
7446;36883;1;1
7455;36883;1;0
36867;36883;0;1
7458;36883;1;0
7448;36884;1;1
55808;36884;1;1
36866;36884;1;1
56660;36884;1;1
7459;36884;1;0
7435;36884;1;1
36864;36884;1;1
7430;36884;1;0
7443;36884;1;1
54732;36884;1;0
36856;36884;1;0
116573;36884;0;1
7458;36885;1;0
7450;36885;1;1
36860;36885;1;0
36862;36885;1;1
7410;36885;1;0
7454;36885;1;0
36883;36885;1;1
36859;36885;1;0
7455;36885;1;1
7440;36885;1;0
7446;36885;0;1
7434;36885;1;1
85083;36885;1;1
36840;36885;1;0
61474;36885;1;0
36853;36885;1;0
7442;36885;1;0
36867;36885;0;1
7444;36886;1;0
7431;36886;1;1
75366;36886;0;1
7440;36886;1;1
36856;36886;1;1
61474;36886;1;1
81353;36886;0;1
36854;36886;1;0
7447;36886;1;1
36868;36886;0;1
36836;36886;0;1
73243;36886;1;1
7445;36886;0;1
36875;36886;1;1
36830;36886;1;0
36934;36886;0;1
36855;36886;1;1
12939;36886;1;0
36851;36886;0;1
12936;36886;1;0
63175;36886;0;1
36837;36886;0;1
57200;36886;0;1
36887;36886;1;0
36924;36886;0;1
8295;36886;1;0
66473;36886;1;1
7466;36886;0;1
36939;36886;0;1
80891;36886;0;1
12945;36886;1;0
12936;36887;1;1
36875;36887;1;0
7410;36887;1;1
8295;36887;1;0
36860;36887;1;1
36886;36887;1;0
36853;36887;1;1
75366;36887;1;0
36830;36887;1;1
12945;36887;1;0
66473;36887;1;0
7441;36887;1;0
36859;36887;1;1
36889;36887;1;0
36888;36887;1;1
57200;36887;0;1
7443;36887;1;1
7444;36887;1;0
36855;36887;1;0
12939;36887;1;0
60719;36887;0;1
36830;36888;1;1
75366;36888;1;0
36889;36888;1;1
7410;36888;0;1
54392;36888;1;0
7447;36888;0;1
36875;36888;1;1
36859;36888;0;1
36887;36888;1;1
7441;36888;1;0
36853;36888;0;1
7440;36888;0;1
36860;36888;0;1
7445;36888;1;0
9933;36888;0;1
36838;36888;0;1
111607;36888;0;1
36876;36888;1;0
94305;36889;0;1
7439;36889;1;0
7431;36889;1;1
7447;36889;1;1
9945;36889;0;1
7445;36889;1;1
36888;36889;1;1
36875;36889;1;1
36876;36889;1;1
7461;36889;0;1
36936;36889;1;1
7437;36889;1;1
36859;36889;0;1
110886;36889;0;1
85490;36889;0;1
9925;36889;0;1
36854;36889;1;1
36830;36889;1;0
106052;36889;0;1
92988;36889;0;1
81491;36889;1;0
36887;36889;1;0
36926;36889;0;1
85068;36889;1;0
7463;36889;0;1
12937;36889;1;0
36853;36889;0;1
43544;36889;0;1
82797;36889;0;1
7442;36889;1;1
9938;36889;0;1
54392;36889;1;0
36879;36892;1;1
7449;36892;1;0
7453;36892;0;1
7451;36892;1;0
77714;36892;0;1
78538;36892;1;0
36872;36892;1;0
9933;36907;1;0
36938;36918;1;1
7470;36918;1;1
80891;36918;0;1
65585;36918;1;1
43119;36918;0;1
43124;36918;0;1
43120;36919;1;1
36928;36919;0;1
36921;36919;1;1
36933;36919;1;1
7447;36919;0;1
43122;36919;1;1
76361;36919;0;1
57256;36919;1;1
36920;36919;1;0
40080;36919;1;0
36933;36920;1;0
36919;36920;1;0
43120;36920;1;0
36919;36921;1;1
36928;36921;0;1
76361;36921;0;1
43120;36921;1;1
43122;36921;1;1
57256;36921;1;1
36926;36923;0;1
7468;36923;1;0
80891;36923;1;1
36851;36923;1;1
7463;36923;1;1
43550;36923;1;1
36929;36923;1;1
43552;36923;1;0
7474;36923;0;1
36936;36923;0;1
81491;36923;1;0
61098;36923;0;1
7463;36924;1;1
61098;36924;1;1
7474;36924;1;1
36934;36924;0;1
80891;36924;1;1
63175;36924;0;1
43119;36924;1;0
36929;36924;1;1
36926;36924;0;1
36886;36924;0;1
43544;36924;0;1
36939;36924;0;1
36851;36924;1;1
116611;36924;0;1
7473;36924;1;0
7475;36924;1;0
7461;36924;0;1
36936;36924;1;0
7466;36924;1;1
81353;36924;0;1
9925;36924;0;1
9945;36924;0;1
36836;36924;0;1
106052;36924;0;1
7452;36925;0;1
7463;36925;0;1
7469;36925;1;0
81491;36925;0;1
110886;36926;0;1
7463;36926;1;1
7474;36926;0;1
36889;36926;0;1
43544;36926;0;1
7461;36926;0;1
9925;36926;0;1
36851;36926;0;1
36923;36926;0;1
36924;36926;0;1
9938;36926;0;1
80891;36926;0;1
92988;36926;0;1
7469;36926;1;0
106052;36926;0;1
9945;36926;0;1
116611;36926;0;1
7470;36927;0;1
65585;36927;0;1
36919;36928;0;1
36933;36928;0;1
36921;36928;0;1
43120;36928;0;1
36930;36928;0;1
54379;36928;0;1
80891;36929;1;0
36923;36929;1;1
116611;36929;0;1
7475;36929;1;1
7469;36929;1;0
7473;36929;1;1
43550;36929;0;1
36936;36929;1;0
9930;36929;1;0
36851;36929;1;0
36924;36929;1;1
7463;36929;1;0
43546;36929;1;0
43119;36929;1;0
7466;36929;1;0
61098;36929;1;0
7471;36929;1;0
7474;36929;1;1
36928;36930;0;1
36919;36933;1;1
43120;36933;1;1
36920;36933;1;0
36928;36933;0;1
7458;36934;0;1
36939;36934;1;1
36924;36934;0;1
80891;36934;0;1
36836;36934;0;1
36851;36934;0;1
81353;36934;0;1
7466;36934;0;1
36886;36934;0;1
63175;36934;0;1
114782;36934;0;1
54392;36936;0;1
7475;36936;1;1
36889;36936;1;1
7437;36936;1;0
7473;36936;1;0
80891;36936;1;1
7447;36936;1;1
36851;36936;1;1
7431;36936;1;1
72190;36936;0;1
36875;36936;1;1
68349;36936;0;1
7463;36936;1;1
54377;36936;0;1
54379;36936;0;1
7445;36936;1;1
36923;36936;0;1
54372;36936;0;1
43119;36936;1;0
7466;36936;1;0
73243;36936;0;1
36929;36936;1;0
36924;36936;1;0
7470;36938;1;1
65585;36938;1;1
36918;36938;1;1
80891;36938;0;1
43124;36938;0;1
43119;36938;0;1
36836;36939;0;1
36934;36939;1;1
80891;36939;0;1
81353;36939;0;1
9938;36939;1;0
63175;36939;0;1
36924;36939;0;1
7466;36939;0;1
36886;36939;0;1
36851;36939;0;1
43551;36939;1;0
8913;40059;0;1
40080;40059;1;0
40081;40060;1;0
8912;40062;1;1
62161;40062;0;1
8914;40062;1;1
12923;40062;1;0
8910;40062;1;1
40074;40062;1;1
8908;40062;1;1
8917;40062;1;0
40078;40062;0;1
111483;40062;0;1
73991;40062;0;1
12931;40062;0;1
12930;40062;1;0
8922;40063;1;0
79664;40063;1;1
40073;40063;0;1
40072;40064;1;1
40080;40064;1;1
54372;40064;1;1
40071;40064;1;1
82823;40064;1;1
40065;40064;1;1
8909;40064;1;1
7445;40064;1;0
40066;40064;1;1
36875;40064;1;0
57200;40064;0;1
54376;40064;1;1
7447;40064;1;1
54379;40064;1;1
54392;40064;1;0
40069;40064;1;1
40080;40065;1;1
40064;40065;1;1
40072;40065;1;1
8909;40065;1;1
54372;40065;0;1
40066;40065;1;1
40071;40065;1;1
7447;40065;1;0
36875;40065;1;0
40069;40065;1;1
7445;40065;1;0
40085;40065;1;0
54379;40065;0;1
54376;40065;0;1
71132;40065;0;1
82823;40065;0;1
8916;40065;1;0
40068;40065;1;0
71132;40066;1;1
40074;40066;1;1
8916;40066;1;1
8909;40066;1;1
40065;40066;1;1
40071;40066;1;0
85068;40066;1;1
7442;40066;1;0
54372;40066;1;0
40064;40066;1;1
40069;40066;1;0
54376;40066;1;0
40080;40066;1;0
7444;40066;1;1
40072;40066;0;1
8913;40066;0;1
8914;40066;1;1
60797;40066;0;1
40085;40066;1;0
84786;40067;0;1
40073;40067;0;1
81356;40067;0;1
55441;40067;0;1
20522;40068;0;1
8914;40068;1;0
8910;40068;0;1
59662;40068;0;1
61131;40068;0;1
12934;40068;0;1
40070;40068;1;1
40065;40068;1;0
8922;40068;0;1
73991;40068;0;1
40082;40068;1;1
68096;40068;1;1
8917;40068;0;1
40074;40068;1;0
8923;40068;0;1
40083;40068;0;1
40086;40068;0;1
70411;40068;0;1
12923;40068;0;1
40081;40068;1;0
40071;40068;1;0
8909;40068;1;0
54372;40069;1;1
40085;40069;1;1
8295;40069;1;0
82823;40069;1;1
36853;40069;1;0
7444;40069;1;0
54391;40069;1;1
40066;40069;1;0
40065;40069;1;1
40071;40069;1;1
54376;40069;1;0
54379;40069;0;1
40072;40069;1;1
8909;40069;1;1
40064;40069;1;1
66473;40069;1;0
12948;40069;1;0
7441;40069;1;0
79664;40069;1;0
61474;40069;1;0
8912;40069;0;1
7442;40069;1;0
54370;40069;1;0
8924;40069;0;1
12937;40069;0;1
68096;40070;1;1
8914;40070;1;0
43121;40070;1;0
40074;40070;1;0
40068;40070;1;1
40082;40070;1;1
40086;40070;0;1
8922;40070;0;1
61131;40070;0;1
59662;40070;0;1
54372;40071;1;1
8909;40071;1;1
40066;40071;1;0
61474;40071;1;0
40072;40071;1;1
40085;40071;1;1
40064;40071;1;1
54376;40071;1;0
54391;40071;1;1
40069;40071;1;1
82823;40071;1;1
8295;40071;1;0
8916;40071;1;0
7442;40071;1;0
36853;40071;1;0
40080;40071;1;0
40065;40071;1;1
54370;40071;1;0
12948;40071;1;0
79664;40071;1;0
66473;40071;1;0
54379;40071;0;1
7437;40071;1;0
7444;40071;1;0
7441;40071;1;0
40068;40071;1;0
85068;40071;1;0
36854;40071;1;0
36875;40072;1;0
82823;40072;1;1
40069;40072;1;1
40064;40072;1;1
8909;40072;1;1
40071;40072;1;1
40065;40072;1;1
54372;40072;1;1
57200;40072;0;1
54379;40072;1;1
7447;40072;1;0
40066;40072;0;1
7445;40072;1;0
7454;40072;1;0
54392;40072;1;0
54376;40072;0;1
8924;40073;1;1
40063;40073;0;1
55441;40073;0;1
70411;40073;1;0
40084;40073;0;1
79664;40073;1;1
40083;40073;1;0
84786;40073;0;1
81356;40073;0;1
40067;40073;0;1
8922;40073;1;0
7462;40073;0;1
8912;40073;0;1
12931;40074;1;0
40062;40074;1;1
8912;40074;1;1
8914;40074;1;1
40079;40074;1;1
60797;40074;0;1
40068;40074;1;0
8908;40074;1;1
43126;40074;1;0
8916;40074;1;0
12930;40074;0;1
62161;40074;0;1
8913;40074;0;1
7444;40074;1;0
68096;40074;1;0
7442;40074;1;0
8910;40074;1;1
12929;40074;0;1
71132;40074;1;0
40070;40074;1;0
9777;40074;0;1
40066;40074;1;1
8909;40074;1;0
71889;40074;0;1
12933;40078;1;0
2703;40078;1;0
73991;40078;0;1
40062;40078;0;1
8910;40078;0;1
40074;40079;1;1
40080;40079;0;1
8916;40079;1;0
8914;40079;1;0
8913;40079;0;1
8916;40080;1;0
40082;40080;0;1
40065;40080;1;1
40071;40080;1;0
40064;40080;1;1
8909;40080;1;1
40079;40080;0;1
40066;40080;1;0
40059;40080;1;0
36919;40080;1;0
40060;40081;1;0
40068;40081;1;0
40070;40082;1;1
40068;40082;1;1
68096;40082;0;1
40080;40082;0;1
8922;40083;1;1
70411;40083;1;1
40068;40083;0;1
8917;40083;1;1
12934;40083;0;1
8912;40083;0;1
62161;40083;1;0
71889;40083;0;1
79664;40083;1;1
12923;40083;1;1
8924;40083;1;0
73991;40083;0;1
40073;40083;1;0
84786;40084;0;1
81356;40084;0;1
40073;40084;0;1
55441;40084;0;1
54372;40085;1;1
8909;40085;1;0
40071;40085;1;1
54391;40085;1;1
40065;40085;1;0
40069;40085;1;1
12948;40085;1;0
8295;40085;1;0
40066;40085;1;0
59662;40086;1;1
8923;40086;0;1
40068;40086;0;1
20522;40086;0;1
8910;40086;1;1
8922;40086;0;1
12934;40086;0;1
40070;40086;0;1
8908;40086;1;0
115654;43119;0;1
80891;43119;1;1
36936;43119;1;0
7475;43119;1;0
43124;43119;0;1
7418;43119;0;1
81353;43119;1;1
36918;43119;0;1
7466;43119;1;0
65585;43119;1;1
36851;43119;1;0
7470;43119;1;1
7463;43119;1;0
7473;43119;1;0
36924;43119;1;0
